user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel
U001293,2025-08-24,2,value,mobile,paid_social
U001294,2025-05-06,1,regular,mobile,paid_social
U001295,2025-12-29,2,value,mobile,organic
U001296,2025-09-11,2,premium,web,search
U001297,2025-07-10,3,value,web,paid_social
U001298,2025-10-21,1,regular,web,search
U001299,2025-09-15,2,value,web,email
U001300,2025-05-12,2,premium,web,paid_social
U001301,2025-11-11,2,value,mobile,organic
U001302,2025-08-13,2,regular,mobile,organic
U001303,2025-10-27,2,regular,web,paid_social
U001304,2025-12-15,3,value,web,search
U001305,2025-10-05,2,regular,mobile,referral
U001306,2025-10-20,2,value,mobile,organic
U001307,2025-07-07,1,regular,web,organic
U001308,2025-07-03,2,regular,web,search
U001309,2025-08-17,2,regular,mobile,paid_social
U001310,2025-12-05,1,value,mobile,email
U001311,2025-09-13,2,value,mobile,referral
U001312,2025-07-31,2,value,web,search
U001313,2025-11-16,2,value,web,referral
U001314,2025-12-05,2,value,web,organic
U001315,2025-12-17,2,premium,web,search
U001316,2025-07-19,2,regular,mobile,email
U001317,2025-10-30,1,regular,web,search
U001318,2025-09-30,1,value,mobile,email
U001319,2025-08-25,2,value,mobile,organic
U001320,2025-08-12,3,regular,mobile,organic
U001321,2025-06-02,1,value,mobile,search
U001322,2025-07-12,2,value,mobile,email
U001323,2025-09-19,3,regular,web,organic
U001324,2025-12-13,3,regular,web,referral
U001325,2025-12-08,2,premium,web,organic
U001326,2025-06-21,2,value,mobile,paid_social
U001327,2025-10-22,2,regular,mobile,search
U001328,2025-05-26,3,value,web,organic
U001329,2025-10-21,1,value,web,paid_social
U001330,2025-07-29,3,regular,web,paid_social
U001331,2025-08-25,1,value,web,search
U001332,2025-11-01,3,regular,mobile,organic
U001333,2025-08-19,1,regular,web,organic
U001334,2025-11-23,1,value,mobile,email
U001335,2025-09-15,1,premium,mobile,paid_social
U001336,2026-01-10,2,regular,web,referral
U001337,2025-10-12,2,regular,web,paid_social
U001338,2025-07-18,1,regular,mobile,referral
U001339,2025-11-15,2,premium,mobile,organic
U001340,2025-08-15,2,value,web,search
U001341,2025-09-16,3,regular,web,paid_social
U001342,2025-06-08,3,regular,mobile,organic
U001343,2025-06-03,2,value,mobile,organic
U001344,2025-09-26,1,value,mobile,paid_social
U001345,2025-06-20,2,premium,mobile,referral
U001346,2026-01-10,3,regular,mobile,paid_social
U001347,2025-12-05,1,regular,web,organic
U001348,2025-10-27,2,regular,mobile,email
U001349,2025-11-05,3,regular,web,organic
U001350,2025-10-01,3,premium,mobile,organic
U001351,2025-05-20,2,regular,mobile,email
U001352,2025-08-11,2,value,mobile,paid_social
U001353,2025-09-06,2,value,web,email
U001354,2025-12-20,3,regular,mobile,referral
U001355,2025-06-29,1,regular,mobile,paid_social
U001356,2025-09-06,1,regular,mobile,organic
U001357,2025-07-30,2,value,mobile,organic
U001358,2025-06-07,1,value,web,email
U001359,2025-05-30,2,regular,web,referral
U001360,2025-08-04,2,regular,mobile,search
U001361,2025-05-25,3,value,mobile,search
U001362,2025-05-21,3,regular,mobile,organic
U001363,2025-08-01,2,regular,mobile,organic
U001364,2025-06-24,3,premium,web,referral
U001365,2025-09-21,2,value,web,organic
U001366,2025-05-09,2,premium,mobile,search
U001367,2025-07-19,1,regular,web,email
U001368,2025-08-26,3,regular,mobile,search
U001369,2026-01-01,3,value,mobile,search
U001370,2025-10-11,3,regular,mobile,organic
U001371,2025-12-12,3,regular,web,organic
U001372,2025-07-30,3,value,mobile,organic
U001373,2025-08-25,1,regular,web,organic
U001374,2025-08-18,3,regular,web,organic
U001375,2025-12-13,2,regular,web,organic
U001376,2025-12-31,2,value,web,organic
U001377,2026-01-01,2,regular,mobile,organic
U001378,2025-11-09,2,value,mobile,email
U001379,2025-09-08,2,premium,web,organic
U001380,2025-09-17,1,premium,mobile,search
U001381,2026-01-06,1,value,web,referral
U001382,2025-07-15,2,value,mobile,organic
U001383,2025-07-31,3,value,mobile,search
U001384,2025-12-16,2,regular,mobile,referral
U001385,2025-08-09,2,premium,web,search
U001386,2025-07-03,2,regular,web,organic
U001387,2025-09-22,2,value,web,paid_social
U001388,2025-07-25,1,value,mobile,paid_social
U001389,2025-12-14,3,value,mobile,search
U001390,2025-12-19,1,regular,web,organic
U001391,2025-07-20,2,regular,web,organic
U001392,2025-09-14,3,regular,mobile,referral
U001393,2026-01-06,2,value,web,organic
U001394,2025-11-07,3,premium,mobile,organic
U001395,2025-06-28,2,value,mobile,search
U001396,2025-09-30,3,regular,web,email
U001397,2025-10-07,2,premium,web,organic
U001398,2025-10-16,3,regular,web,organic
U001399,2025-05-11,2,premium,web,search
U001400,2025-07-19,3,value,,paid_social
U001401,2025-12-05,3,regular,mobile,search
U001402,2025-07-04,2,value,web,referral
U001403,2025-07-19,3,regular,web,organic
U001404,2025-07-24,2,value,web,search
U001405,2025-06-18,2,value,web,search
U001406,2025-06-13,3,value,mobile,search
U001407,2025-07-31,2,value,mobile,search
U001408,2025-12-10,2,regular,mobile,referral
U001409,2025-05-05,1,regular,web,organic
U001410,2025-07-15,1,value,mobile,paid_social
U001411,2025-05-20,3,premium,web,organic
U001412,2025-09-22,2,premium,mobile,search
U001413,2025-07-06,2,value,mobile,search
U001414,2025-11-19,1,regular,mobile,search
U001415,2025-09-28,2,regular,web,organic
U001416,2025-11-17,3,regular,web,email
U001417,2025-10-11,3,value,mobile,email
U001418,2025-08-23,1,regular,web,referral
U001419,2025-12-07,2,value,mobile,referral
U001420,2025-09-01,2,value,web,organic
U001421,2025-12-29,2,regular,mobile,search
U001422,2026-01-09,2,regular,web,organic
U001423,2025-09-29,2,regular,mobile,referral
U001424,2025-10-21,2,value,,organic
U001425,2025-07-08,2,value,web,organic
U001426,2025-11-25,2,value,web,paid_social
U001427,2025-10-20,2,value,web,organic
U001428,2025-12-17,3,value,mobile,paid_social
U001429,2025-07-11,2,regular,mobile,organic
U001430,2025-11-18,2,regular,mobile,paid_social
U001431,2025-08-31,3,regular,mobile,referral
U001432,2025-06-20,3,regular,mobile,paid_social
U001433,2025-06-16,1,value,web,organic
U001434,2025-09-23,2,regular,mobile,organic
U001435,2025-07-24,2,value,web,organic
U001436,2025-05-30,2,premium,mobile,organic
U001437,2025-08-20,1,value,web,search
U001438,2025-10-15,2,regular,mobile,search
U001439,2025-07-24,2,premium,web,organic
U001440,2025-12-30,2,regular,web,organic
U001441,2025-11-16,3,regular,web,email
U001442,2025-09-10,2,regular,web,organic
U001443,2025-12-25,3,value,web,organic
U001444,2025-08-21,3,regular,web,search
U001445,2025-06-09,3,premium,web,organic
U001446,2025-05-13,1,premium,mobile,email
U001447,2025-12-26,3,regular,web,organic
U001448,2025-12-31,1,value,mobile,paid_social
U001449,2025-11-06,2,regular,web,paid_social
U001450,2025-05-30,3,regular,mobile,referral
U001451,2025-07-17,2,value,web,paid_social
U001452,2025-05-15,2,value,web,paid_social
U001453,2025-05-17,2,value,mobile,search
U001454,2025-07-05,3,regular,mobile,search
U001455,2025-09-25,2,value,web,paid_social
U001456,2025-05-21,2,value,web,search
U001457,2026-01-07,3,value,web,search
U001458,2025-08-27,1,premium,web,organic
U001459,2025-07-10,1,value,web,organic
U001460,2025-09-11,2,value,mobile,search
U001461,2025-11-19,3,regular,web,organic
U001462,2025-07-22,1,value,mobile,search
U001463,2025-05-16,1,premium,web,organic
U001464,2025-05-17,1,premium,web,search
U001465,2025-12-04,3,regular,web,paid_social
U001466,2025-06-02,1,regular,web,search
U001467,2025-10-11,2,value,web,paid_social
U001468,2025-08-09,3,value,mobile,organic
U001469,2025-11-16,1,value,mobile,organic
U001470,2025-05-20,2,value,web,paid_social
U001471,2025-12-16,2,value,web,referral
U001472,2025-10-27,3,regular,mobile,paid_social
U001473,2025-08-25,2,value,web,paid_social
U001474,2025-06-25,2,value,web,paid_social
U001475,2026-01-05,1,regular,mobile,paid_social
U001476,2025-07-19,2,regular,web,paid_social
U001477,2025-09-05,3,value,web,paid_social
U001478,2025-08-11,1,value,web,organic
U001479,2025-07-01,2,value,mobile,organic
U001480,2025-08-17,3,value,web,search
U001481,2025-06-12,1,regular,mobile,search
U001482,2025-05-05,2,premium,web,paid_social
U001483,2025-07-16,2,regular,web,organic
U001484,2025-06-02,2,regular,web,organic
U001485,2025-08-17,2,regular,mobile,referral
U001486,2025-12-07,2,regular,web,organic
U001487,2025-06-14,1,value,mobile,referral
U001488,2025-05-05,2,value,web,organic
U001489,2025-06-01,2,regular,web,search
U001490,2025-09-09,2,regular,web,search
U001491,2025-07-12,1,value,web,organic
U001492,2025-09-04,3,value,web,organic
U001493,2025-05-12,1,value,mobile,organic
U001494,2025-07-27,3,value,mobile,organic
U001495,2025-08-15,2,regular,mobile,organic
U001496,2025-08-21,3,regular,mobile,referral
U001497,2025-09-20,1,regular,web,organic
U001498,2025-11-16,1,value,mobile,search
U001499,2025-08-30,2,value,web,organic
U001500,2025-12-02,1,regular,mobile,email
U001501,2025-09-14,1,regular,mobile,referral
U001502,2025-07-09,2,value,web,email
U001503,2025-07-01,3,value,mobile,email
U001504,2025-07-24,1,regular,mobile,organic
U001505,2025-10-01,3,regular,web,paid_social
U001506,2025-07-04,3,premium,mobile,organic
U001507,2025-12-20,3,regular,web,referral
U001508,2025-09-02,2,regular,web,search
U001509,2025-12-07,2,regular,web,search
U001510,2025-10-23,2,value,mobile,email
U001511,2025-07-27,2,regular,web,referral
U001512,2025-07-01,3,regular,mobile,email
U001513,2025-11-07,1,value,web,organic
U001514,2025-07-27,2,premium,web,organic
U001515,2025-07-05,1,value,mobile,organic
U001516,2025-12-24,3,value,web,search
U001517,2025-09-03,2,value,mobile,search
U001518,2025-05-17,2,premium,web,organic
U001519,2025-09-06,3,premium,mobile,referral
U001520,2025-08-28,3,regular,mobile,organic
U001521,2025-12-07,1,premium,web,paid_social
U001522,2025-10-30,3,premium,web,referral
U001523,2025-06-22,3,regular,web,paid_social
U001524,2025-06-11,1,premium,mobile,search
U001525,2025-10-03,3,regular,mobile,organic
U001526,2025-05-16,2,regular,web,organic
U001527,2025-07-24,2,regular,web,paid_social
U001528,2025-06-08,2,regular,mobile,search
U001529,2025-05-10,2,value,web,organic
U001530,2025-12-21,1,regular,mobile,email
U001531,2025-05-27,1,premium,mobile,paid_social
U001532,2025-05-07,1,value,web,referral
U001533,2025-12-25,2,premium,web,search
U001534,2025-06-21,2,value,web,email
U001535,2025-11-25,1,value,web,organic
U001536,2025-05-12,2,value,mobile,organic
U001537,2025-06-12,2,regular,mobile,referral
U001538,2025-06-01,2,regular,mobile,referral
U001539,2025-10-29,3,value,web,search
U001540,2025-10-07,2,regular,web,organic
U001541,2025-09-01,3,value,mobile,organic
U001542,2025-07-04,1,regular,web,paid_social
U001543,2025-05-27,2,premium,web,referral
U001544,2025-09-24,3,regular,web,search
U001545,2025-07-01,3,regular,mobile,organic
U001546,2025-09-30,2,regular,mobile,paid_social
U001547,2025-10-24,2,premium,web,paid_social
U001548,2025-12-04,2,value,mobile,search
U001549,2025-09-05,2,value,web,paid_social
U001550,2025-05-06,3,value,web,email
U001551,2025-07-14,3,regular,web,organic
U001552,2025-12-05,2,regular,mobile,search
U001553,2025-09-15,1,regular,web,paid_social
U001554,2025-10-07,2,value,web,search
U001555,2025-08-27,1,value,web,referral
U001556,2025-06-14,1,regular,mobile,paid_social
U001557,2025-12-16,2,premium,mobile,search
U001558,2025-11-15,2,value,web,organic
U001559,2026-01-09,1,value,mobile,paid_social
U001560,2025-12-05,1,value,web,organic
U001561,2025-07-17,1,regular,web,organic
U001562,2025-07-07,3,value,mobile,search
U001563,2025-07-06,2,value,mobile,search
U001564,2025-12-21,1,regular,web,email
U001565,2025-09-21,1,value,mobile,paid_social
U001566,2025-08-27,2,regular,web,referral
U001567,2026-01-03,2,value,mobile,search
U001568,2025-10-03,2,premium,mobile,search
U001569,2025-12-19,2,regular,mobile,email
U001570,2026-01-07,3,value,web,search
U001571,2025-05-24,2,value,mobile,referral
U001572,2025-08-03,2,regular,mobile,search
U001573,2025-11-05,1,premium,web,organic
U001574,2025-11-25,3,value,web,paid_social
U001575,2025-06-11,3,value,mobile,organic
U001576,2025-07-23,2,value,web,organic
U001577,2025-09-19,2,regular,mobile,organic
U001578,2025-11-21,1,premium,web,organic
U001579,2025-06-02,3,regular,mobile,search
U001580,2025-10-02,2,value,web,referral
U001581,2025-07-18,1,regular,mobile,search
U001582,2025-06-28,2,regular,mobile,referral
U001583,2025-09-11,2,value,web,search
U001584,2025-08-16,3,value,mobile,organic
U001585,2025-10-11,2,value,mobile,organic
U001586,2025-07-23,2,regular,web,email
U001587,2025-11-27,2,regular,web,paid_social
U001588,2025-05-24,2,regular,mobile,email
U001589,2025-12-07,2,regular,mobile,organic
U001590,2025-05-12,1,value,web,paid_social
U001591,2025-11-05,3,value,mobile,paid_social
U001592,2025-07-30,2,value,web,email
U001593,2025-08-09,2,premium,web,organic
U001594,2025-05-09,1,regular,mobile,email
U001595,2025-10-28,1,value,web,search
U001596,2025-06-15,2,value,web,referral
U001597,2025-10-17,1,regular,web,search
U001598,2025-11-03,1,regular,web,search
U001599,2025-12-03,3,regular,web,search
U001600,2025-10-29,2,value,mobile,referral
U001601,2025-07-19,2,premium,web,organic
U001602,2025-11-06,2,regular,mobile,search
U001603,2025-11-28,3,regular,mobile,search
U001604,2025-07-23,2,regular,web,paid_social
U001605,2025-06-05,3,premium,web,search
U001606,2025-12-14,3,premium,mobile,paid_social
U001607,2025-06-11,2,regular,web,search
U001608,2025-10-01,2,regular,web,paid_social
U001609,2025-07-03,2,value,mobile,paid_social
U001610,2025-06-05,2,regular,mobile,paid_social
U001611,2025-11-15,2,regular,mobile,referral
U001612,2025-06-10,2,value,web,search
U001613,2025-10-20,2,value,web,organic
U001614,2025-10-25,1,premium,web,paid_social
U001615,2025-05-20,2,premium,mobile,organic
U001616,2025-06-17,1,premium,web,organic
U001617,2025-11-20,2,regular,web,referral
U001618,2025-09-09,2,regular,web,search
U001619,2025-06-04,3,regular,mobile,search
U001620,2026-01-08,1,value,mobile,email
U001621,2025-07-10,2,value,web,organic
U001622,2025-05-06,2,premium,web,organic
U001623,2025-12-22,1,value,web,organic
U001624,2025-05-09,1,regular,web,organic
U001625,2025-09-20,1,regular,web,paid_social
U001626,2026-01-09,1,regular,web,paid_social
U001627,2025-09-27,2,value,mobile,search
U001628,2025-09-28,2,regular,mobile,organic
U001629,2025-08-10,2,value,mobile,search
U001630,2025-06-05,1,regular,mobile,organic
U001631,2025-09-25,1,value,web,paid_social
U001632,2025-12-16,1,regular,web,paid_social
U001633,2025-05-27,2,regular,web,organic
U001634,2025-12-11,2,value,mobile,referral
U001635,2025-08-17,2,value,web,paid_social
U001636,2025-09-16,1,regular,web,organic
U001637,2025-06-15,1,value,web,paid_social
U001638,2025-10-08,3,value,web,paid_social
U001639,2025-06-19,1,regular,mobile,organic
U001640,2025-07-12,1,premium,mobile,organic
U001641,2025-11-02,1,regular,web,paid_social
U001642,2025-05-17,3,regular,mobile,email
U001643,2025-08-25,2,premium,web,search
U001644,2025-10-01,2,regular,web,search
U001645,2025-06-07,3,regular,web,paid_social
U001646,2025-07-17,1,regular,mobile,search
U001647,2025-07-30,3,value,mobile,organic
U001648,2025-10-18,1,value,web,search
U001649,2026-01-05,2,regular,mobile,email
U001650,2025-11-30,2,value,web,referral
U001651,2025-06-21,2,regular,web,email
U001652,2025-05-09,3,value,mobile,organic
U001653,2025-05-18,1,regular,mobile,search
U001654,2025-10-01,3,value,mobile,paid_social
U001655,2025-06-13,2,regular,mobile,organic
U001656,2025-07-02,2,regular,web,organic
U001657,2025-12-03,3,value,mobile,referral
U001658,2025-12-10,1,value,mobile,paid_social
U001659,2025-12-01,3,value,web,paid_social
U001660,2025-07-07,2,regular,web,organic
U001661,2025-10-07,2,value,mobile,search
U001662,2025-10-05,1,regular,web,organic
U001663,2025-06-20,2,value,web,organic
U001664,2025-09-20,2,value,mobile,search
U001665,2025-09-13,2,regular,mobile,organic
U001666,2025-08-12,1,regular,mobile,email
U001667,2025-11-09,1,value,mobile,search
U001668,2025-10-22,3,premium,web,organic
U001669,2025-09-15,1,value,mobile,organic
U001670,2025-11-03,2,value,web,paid_social
U001671,2025-11-12,3,regular,mobile,organic
U001672,2025-09-24,1,regular,web,organic
U001673,2025-07-11,1,regular,mobile,search
U001674,2025-11-11,2,value,mobile,organic
U001675,2025-11-01,1,premium,mobile,paid_social
U001676,2026-01-06,2,regular,web,search
U001677,2025-06-11,2,premium,web,organic
U001678,2025-08-18,2,regular,web,referral
U001679,2025-12-22,2,premium,web,search
U001680,2025-09-11,2,regular,mobile,paid_social
U001681,2025-12-27,2,value,web,organic
U001682,2025-05-08,1,regular,mobile,paid_social
U001683,2025-05-13,2,regular,web,organic
U001684,2025-11-20,3,regular,web,search
U001685,2025-08-02,2,regular,mobile,organic
U001686,2025-09-12,2,value,web,email
U001687,2025-08-20,2,regular,web,organic
U001688,2025-08-15,1,value,web,email
U001689,2025-12-26,1,premium,web,email
U001690,2025-05-28,1,value,mobile,search
U001691,2025-11-14,3,value,web,organic
U001692,2025-12-14,1,regular,web,search
U001693,2025-10-17,3,regular,mobile,email
U001694,2025-08-12,1,regular,web,paid_social
U001695,2025-06-14,2,premium,mobile,search
U001696,2025-10-23,2,value,,organic
U001697,2025-08-30,2,regular,mobile,referral
U001698,2025-06-11,3,value,web,organic
U001699,2025-08-03,3,regular,web,organic
U001700,2026-01-01,3,regular,mobile,organic
U001701,2025-07-10,1,value,mobile,search
U001702,2025-06-18,3,regular,mobile,referral
U001703,2025-10-23,1,regular,mobile,referral
U001704,2025-06-24,3,value,web,organic
U001705,2025-12-21,2,premium,mobile,search
U001706,2025-12-06,2,regular,mobile,referral
U001707,2026-01-06,1,value,web,search
U001708,2025-12-20,1,regular,web,organic
U001709,2025-07-05,1,value,web,search
U001710,2025-06-27,3,value,mobile,paid_social
U001711,2025-07-30,3,regular,web,email
U001712,2025-08-30,3,value,web,paid_social
U001713,2025-12-11,1,value,mobile,organic
U001714,2025-11-05,2,regular,mobile,paid_social
U001715,2025-10-13,2,value,web,organic
U001716,2025-12-11,2,regular,mobile,referral
U001717,2025-10-14,2,regular,web,search
U001718,2025-08-08,2,value,mobile,organic
U001719,2025-08-16,2,regular,web,search
U001720,2025-09-11,1,value,web,organic
U001721,2025-05-27,2,regular,mobile,organic
U001722,2025-11-07,2,value,web,search
U001723,2025-10-15,1,premium,web,paid_social
U001724,2025-11-04,3,value,web,referral
U001725,2025-09-16,2,regular,mobile,search
U001726,2025-11-17,3,value,mobile,organic
U001727,2025-12-29,2,value,mobile,search
U001728,2025-09-25,2,regular,mobile,search
U001729,2025-08-24,2,regular,mobile,organic
U001730,2025-05-31,3,premium,web,referral
U001731,2025-11-16,2,value,web,email
U001732,2025-12-17,2,value,mobile,organic
U001733,2025-10-27,1,value,mobile,referral
U001734,2025-12-08,2,value,mobile,paid_social
U001735,2025-12-07,1,premium,mobile,organic
U001736,2025-11-21,1,premium,web,paid_social
U001737,2025-09-08,1,premium,mobile,organic
U001738,2025-05-30,2,value,mobile,organic
U001739,2025-05-05,1,regular,mobile,email
U001740,2025-06-25,2,regular,mobile,paid_social
U001741,2025-08-21,3,value,mobile,organic
U001742,2025-11-07,3,regular,mobile,search
U001743,2025-08-27,2,value,web,email
U001744,2025-05-10,2,value,mobile,search
U001745,2025-06-26,2,premium,web,email
U001746,2026-01-05,2,value,web,referral
U001747,2026-01-07,2,premium,web,search
U001748,2025-08-07,1,value,web,paid_social
U001749,2025-11-23,3,value,web,paid_social
U001750,2025-11-01,1,value,mobile,paid_social
U001751,2025-12-24,3,value,mobile,search
U001752,2025-12-13,2,regular,mobile,organic
U001753,2025-10-09,1,value,web,organic
U001754,2025-08-12,2,regular,web,paid_social
U001755,2025-10-09,1,premium,mobile,paid_social
U001756,2025-07-24,3,value,mobile,paid_social
U001757,2025-07-31,2,value,web,paid_social
U001758,2025-10-04,1,regular,mobile,organic
U001759,2025-09-25,1,regular,mobile,organic
U001760,2025-09-27,3,regular,mobile,referral
U001761,2025-08-09,2,value,mobile,search
U001762,2025-08-15,3,regular,mobile,referral
U001763,2025-05-07,3,regular,mobile,organic
U001764,2025-10-03,2,value,web,search
U001765,2025-09-26,2,value,web,email
U001766,2025-12-25,2,premium,web,organic
U001767,2025-09-08,3,value,mobile,organic
U001768,2025-08-30,1,value,mobile,paid_social
U001769,2025-05-21,2,value,web,paid_social
U001770,2025-06-23,1,regular,mobile,email
U001771,2025-07-28,2,regular,,email
U001772,2025-08-07,2,value,web,paid_social
U001773,2025-08-04,2,regular,mobile,organic
U001774,2025-08-11,2,regular,web,search
U001775,2025-11-13,2,value,web,referral
U001776,2025-06-06,1,premium,web,search
U001777,2025-07-27,2,value,web,email
U001778,2025-06-14,3,value,mobile,paid_social
U001779,2025-07-21,2,premium,mobile,organic
U001780,2025-10-23,2,regular,mobile,search
U001781,2025-05-16,3,value,mobile,paid_social
U001782,2025-07-29,1,regular,web,organic
U001783,2025-05-10,2,regular,mobile,search
U001784,2025-12-30,1,value,web,paid_social
U001785,2025-11-03,3,regular,web,organic
U001786,2025-07-05,2,regular,mobile,search
U001787,2025-06-23,2,value,web,paid_social
U001788,2025-05-29,1,regular,web,paid_social
U001789,2025-08-31,1,value,,search
U001790,2025-11-10,2,value,mobile,email
U001791,2025-09-28,2,premium,web,email
U001792,2025-12-12,3,regular,web,search
U001793,2025-07-30,3,regular,mobile,organic
U001794,2025-07-13,2,regular,web,paid_social
U001795,2025-09-01,2,regular,mobile,organic
U001796,2025-06-24,3,value,web,referral
U001797,2026-01-04,2,premium,mobile,paid_social
U001798,2025-06-20,2,regular,mobile,search
U001799,2025-09-02,3,regular,web,search
U001800,2025-09-13,1,regular,mobile,search
U001801,2025-05-19,3,value,web,email
U001802,2025-08-30,1,value,mobile,organic
U001803,2025-08-27,2,value,mobile,email
U001804,2025-07-09,3,value,mobile,organic
U001805,2025-06-06,2,regular,mobile,paid_social
U001806,2025-05-16,2,premium,mobile,email
U001807,2025-05-07,2,value,mobile,search
U001808,2025-09-02,1,value,web,organic
U001809,2025-05-27,1,regular,mobile,referral
U001810,2025-12-31,2,value,mobile,referral
U001811,2025-07-05,2,premium,mobile,organic
U001812,2025-10-15,2,value,web,search
U001813,2025-10-21,1,value,web,referral
U001814,2025-09-06,3,value,mobile,organic
U001815,2025-12-12,2,premium,mobile,paid_social
U001816,2025-06-01,2,value,web,search
U001817,2025-07-02,2,regular,web,organic
U001818,2025-07-07,1,value,web,referral
U001819,2025-06-07,2,value,web,organic
U001820,2025-07-17,2,premium,mobile,email
U001821,2025-07-22,1,value,web,search
U001822,2025-11-12,3,value,web,search
U001823,2025-07-19,3,regular,web,search
U001824,2025-12-11,2,premium,web,search
U001825,2025-11-14,3,value,mobile,referral
U001826,2025-12-17,3,value,web,paid_social
U001827,2025-05-31,2,premium,web,paid_social
U001828,2026-01-07,2,regular,web,search
U001829,2025-10-06,2,premium,mobile,organic
U001830,2026-01-06,2,regular,mobile,organic
U001831,2025-08-02,1,regular,web,paid_social
U001832,2025-12-30,1,regular,mobile,search
U001833,2025-09-29,2,value,web,search
U001834,2025-05-23,3,regular,mobile,search
U001835,2025-08-15,3,regular,web,search
U001836,2025-06-08,2,premium,mobile,paid_social
U001837,2025-12-27,1,regular,mobile,paid_social
U001838,2025-07-20,2,value,web,email
U001839,2025-06-29,2,regular,web,organic
U001840,2025-09-20,3,regular,web,search
U001841,2025-08-19,3,regular,web,organic
U001842,2025-05-29,3,regular,web,referral
U001843,2025-11-25,3,regular,web,paid_social
U001844,2025-12-03,3,value,mobile,search
U001845,2025-11-07,2,regular,web,referral
U001846,2025-10-06,1,regular,mobile,search
U001847,2025-08-14,1,premium,web,organic
U001848,2025-09-18,2,regular,web,search
U001849,2025-09-12,2,regular,web,organic
U001850,2025-06-15,1,regular,mobile,referral
U001851,2025-05-25,3,regular,web,paid_social
U001852,2025-07-07,1,value,web,paid_social
U001853,2025-08-27,3,premium,mobile,referral
U001854,2025-06-14,3,premium,mobile,referral
U001855,2025-05-31,2,regular,mobile,search
U001856,2025-12-04,2,regular,web,organic
U001857,2025-08-07,2,value,web,search
U001858,2025-09-28,2,regular,mobile,email
U001859,2025-09-13,1,regular,mobile,email
U001860,2025-11-05,3,regular,mobile,paid_social
U001861,2025-11-06,2,value,web,organic
U001862,2025-07-18,2,regular,web,organic
U001863,2025-12-03,2,value,mobile,referral
U001864,2025-08-06,2,regular,mobile,organic
U001865,2025-11-30,2,regular,web,paid_social
U001866,2025-08-14,2,value,mobile,search
U001867,2025-06-01,1,regular,mobile,organic
U001868,2025-11-11,2,regular,web,paid_social
U001869,2025-05-12,2,regular,web,email
U001870,2025-11-14,2,value,mobile,paid_social
U001871,2025-05-15,1,regular,web,search
U001872,2025-06-25,2,value,mobile,search
U001873,2025-10-03,2,regular,mobile,email
U001874,2025-12-27,2,regular,web,search
U001875,2025-08-15,1,value,mobile,search
U001876,2025-06-04,1,regular,web,paid_social
U001877,2025-07-02,2,regular,web,organic
U001878,2025-12-15,1,regular,mobile,organic
U001879,2025-11-03,2,value,mobile,referral
U001880,2025-05-30,3,value,web,paid_social
U001881,2025-08-09,2,regular,mobile,organic
U001882,2025-07-10,3,value,mobile,organic
U001883,2025-06-18,1,regular,mobile,email
U001884,2025-12-03,1,value,mobile,paid_social
U001885,2025-10-07,2,value,web,paid_social
U001886,2025-06-19,3,regular,web,organic
U001887,2025-10-15,3,value,mobile,email
U001888,2025-08-16,1,regular,web,referral
U001889,2025-05-20,3,value,mobile,search
U001890,2025-08-25,2,regular,web,organic
U001891,2025-06-20,2,regular,web,paid_social
U001892,2025-07-05,1,regular,web,referral
U001893,2025-12-11,3,regular,web,referral
U001894,2025-10-30,1,value,web,email
U001895,2025-06-07,3,regular,mobile,paid_social
U001896,2025-12-04,2,value,mobile,organic
U001897,2025-09-26,2,regular,web,search
U001898,2025-12-10,2,value,web,referral
U001899,2025-11-08,3,regular,mobile,organic
U001900,2025-07-29,1,value,web,organic
U001901,2025-09-16,1,premium,web,paid_social
U001902,2025-09-15,2,regular,web,search
U001903,2025-11-01,2,regular,mobile,referral
U001904,2025-07-06,1,value,mobile,organic
U001905,2025-07-27,1,value,mobile,organic
U001906,2025-07-05,2,value,mobile,organic
U001907,2025-07-18,1,premium,mobile,paid_social
U001908,2025-06-14,1,regular,web,paid_social
U001909,2025-05-14,3,value,web,search
U001910,2025-12-26,2,regular,web,search
U001911,2025-05-23,3,regular,web,organic
U001912,2025-12-13,3,value,mobile,paid_social
U001913,2025-05-05,1,regular,web,email
U001914,2025-11-16,2,value,web,paid_social
U001915,2025-07-26,2,value,web,organic
U001916,2025-09-11,2,regular,mobile,paid_social
U001917,2025-07-14,1,value,mobile,organic
U001918,2025-09-05,1,premium,mobile,organic
U001919,2025-08-26,1,regular,web,organic
U001920,2025-09-14,2,regular,web,organic
U001921,2025-08-11,3,regular,mobile,organic
U001922,2025-09-16,2,premium,mobile,referral
U001923,2025-11-28,2,value,mobile,organic
U001924,2025-08-22,3,regular,web,paid_social
U001925,2025-08-03,2,regular,web,email
U001926,2025-06-07,1,premium,mobile,search
U001927,2025-08-03,3,value,mobile,search
U001928,2025-06-05,2,regular,,paid_social
U001929,2025-06-19,1,regular,web,organic
U001930,2025-12-30,2,value,web,search
U001931,2025-05-27,3,premium,web,search
U001932,2025-09-02,2,value,mobile,referral
U001933,2025-11-30,2,value,web,referral
U001934,2025-12-30,1,regular,web,referral
U001935,2025-06-10,1,regular,,paid_social
U001936,2025-06-15,1,value,mobile,search
U001937,2025-08-06,2,value,web,referral
U001938,2025-09-21,3,value,web,referral
U001939,2025-12-31,1,regular,mobile,search
